cs_voltage,cs_repeat,cs_width,cs_deadtime,probe_core,probe_winding,probe_rotation,pos_x,pos_y,pos_z,cfg_delay,cfg_model,cfg_img_count,cfg_img_seed,cfg_top_1,cfg_top_5
462,1,160,1,1,ccw,right,116.8,156.1,0.03,0.5,/home/pincs/Desktop/src/models/resnet50.onnx,256,21,0.78125,0.9453125
