cs_voltage,cs_repeat,cs_width,cs_deadtime,probe_core,probe_winding,probe_rotation,pos_x,pos_y,pos_z,cfg_delay,cfg_model,cfg_img_count,cfg_top_1,cfg_top_5
440,17,160,25,1,ccw,right,122.4,155.2,1.1,1,/home/pincs/Desktop/src/models/vgg11.onnx,256,0.74609375,0.89453125
