cs_voltage,cs_repeat,cs_width,cs_deadtime,probe_core,probe_winding,probe_rotation,pos_x,pos_y,pos_z,cfg_delay,cfg_model,cfg_img_count,cfg_img_seed,cfg_top_1,cfg_top_5
190,1,60,1,1,ccw,right,122.6,154.7,0,1,/home/pincs/Desktop/src/models/resnet50.onnx,512,21,0.78125,0.935546875
