cs_voltage,cs_repeat,cs_width,cs_deadtime,probe_core,probe_winding,probe_rotation,pos_x,pos_y,pos_z,cfg_delay,cfg_model,cfg_img_count,cfg_img_seed,cfg_top_1,cfg_top_5
200,1,60,1,1,ccw,right,120,156,0,1,/home/pincs/Desktop/src/models/resnet50.onnx,128,21,0.7578125,0.9375
