params_x,params_y,params_z,params_voltage,user_attrs_top-1
123.0,155.0,0.75,350,0.7578125
123.0,155.0,0.75,350,0.7578125
123.0,153.5,0.7000000000000001,300,0.7578125
123.0,153.5,0.7000000000000001,300,0.7578125
124.0,157.0,0.75,350,0.7578125
124.0,157.0,0.75,350,0.7578125
123.5,154.5,0.7000000000000001,350,0.7578125
123.5,154.5,0.7000000000000001,350,0.7578125
120.0,157.0,0.25,250,0.7578125
120.0,157.0,0.25,250,0.7578125
125.5,155.0,0.2,300,0.7578125
125.5,155.0,0.2,300,0.7578125
125.0,156.5,0.05,350,-1.0
125.0,156.5,0.05,350,-1.0
119.5,151.5,0.55,350,0.7578125
119.5,151.5,0.55,350,0.7578125
121.0,156.0,0.65,350,0.7578125
121.0,156.0,0.65,350,0.7578125
126.5,154.0,0.6000000000000001,350,0.7578125
126.5,154.0,0.6000000000000001,350,0.7578125
125.0,154.5,0.9,350,0.7578125
125.0,154.5,0.9,350,0.7578125
122.5,155.5,0.2,300,0.7578125
122.5,155.5,0.2,300,0.7578125
118.5,154.5,0.2,350,-1.0
118.5,154.5,0.2,350,-1.0
119.0,153.5,0.25,150,0.7578125
119.0,153.5,0.25,150,0.7578125
124.5,155.0,0.45,250,0.7578125
124.5,155.0,0.45,250,0.7578125
118.0,156.5,0.0,250,0.7578125
118.0,156.5,0.0,250,0.75
118.0,156.5,0.0,250,0.7578125
123.0,152.5,0.35000000000000003,350,-1.0
123.0,152.5,0.35000000000000003,350,0.7578125
116.0,157.5,0.0,250,0.7578125
116.0,157.5,0.0,250,0.7578125
121.0,150.5,0.9500000000000001,200,0.7578125
121.0,150.5,0.9500000000000001,200,0.7578125
122.5,153.0,0.15000000000000002,300,0.7578125
122.5,153.0,0.15000000000000002,300,0.75
122.5,153.0,0.15000000000000002,300,0.7578125
125.0,153.5,0.0,300,0.7578125
125.0,153.5,0.0,300,0.7578125
116.5,154.0,0.05,250,0.7578125
116.5,154.0,0.05,250,0.7578125
121.5,154.5,0.30000000000000004,350,0.7578125
121.5,154.5,0.30000000000000004,350,0.75
121.5,154.5,0.30000000000000004,350,0.7578125
119.0,155.5,0.0,300,0.7578125
119.0,155.5,0.0,300,0.7578125
122.5,155.5,0.8500000000000001,350,0.7578125
122.5,155.5,0.8500000000000001,350,0.7578125
122.5,150.0,0.35000000000000003,300,-1.0
122.5,150.0,0.35000000000000003,300,-1.0
122.5,151.0,0.1,300,0.7578125
122.5,151.0,0.1,300,-1.0
123.5,152.5,0.1,250,0.7578125
123.5,152.5,0.1,250,0.7578125
121.5,153.5,0.05,250,0.7578125
121.5,153.5,0.05,250,0.7578125
120.0,154.0,0.1,300,0.7578125
120.0,154.0,0.1,300,0.7578125
118.0,156.0,0.0,250,-1.0
118.0,156.0,0.0,250,-1.0
124.0,156.0,0.0,300,-1.0
124.0,156.0,0.0,300,-1.0
122.0,153.5,0.2,300,0.7578125
122.0,153.5,0.2,300,0.7578125
121.0,153.5,0.65,350,0.7578125
121.0,153.5,0.65,350,0.7578125
120.0,149.0,0.55,150,0.7578125
120.0,149.0,0.55,150,0.7578125
121.5,160.0,0.05,300,0.7578125
121.5,160.0,0.05,300,0.7578125
124.0,156.5,0.35000000000000003,350,0.7578125
124.0,156.5,0.35000000000000003,350,-1.0
124.0,156.5,0.15000000000000002,250,0.7578125
124.0,156.5,0.15000000000000002,250,0.7578125
124.0,153.0,0.25,300,0.75
124.0,153.0,0.25,300,0.7578125
124.0,153.0,0.25,300,0.7578125
127.0,154.5,0.2,250,0.7578125
127.0,154.5,0.2,250,0.7578125
118.0,154.5,0.45,350,-1.0
118.0,154.5,0.45,350,-1.0
124.0,154.0,0.05,350,0.1171875
124.0,154.0,0.05,350,0.1328125
124.0,154.0,0.05,350,-1.0
124.0,154.0,0.05,350,-1.0
