params_x,params_y,params_z,params_voltage,user_attrs_top-1
124.60000000000001,154.2,0.09,150,0.7578125
124.60000000000001,154.2,0.09,150,0.7578125
123.80000000000001,154.79999999999998,0.07,250,0.7578125
123.80000000000001,154.79999999999998,0.07,250,0.7578125
123.60000000000001,153.79999999999998,0.1,300,0.7578125
123.60000000000001,153.79999999999998,0.1,300,0.7578125
124.80000000000001,153.6,0.47000000000000003,250,0.7578125
124.80000000000001,153.6,0.47000000000000003,250,0.7578125
123.80000000000001,154.5,0.08,300,-1.0
123.80000000000001,154.5,0.08,300,0.7578125
125.0,153.7,0.13,150,0.7578125
125.0,153.7,0.13,150,-1.0
123.4,153.29999999999998,0.53,350,0.7578125
123.4,153.29999999999998,0.53,350,0.7578125
124.9,154.2,0.36,150,0.7578125
124.9,154.2,0.36,150,0.75
124.9,154.2,0.36,150,0.7578125
124.30000000000001,154.4,0.27,150,0.75
124.30000000000001,154.4,0.27,150,0.7578125
124.30000000000001,154.4,0.27,150,0.75
124.30000000000001,154.4,0.27,150,0.7578125
123.60000000000001,156.9,0.98,150,0.7578125
123.60000000000001,156.9,0.98,150,0.7578125
124.80000000000001,153.79999999999998,0.86,350,0.7578125
124.80000000000001,153.79999999999998,0.86,350,0.7578125
125.30000000000001,154.1,0.12,300,0.7578125
125.30000000000001,154.1,0.12,300,0.7578125
124.4,156.6,0.03,350,-1.0
124.4,156.6,0.03,350,-1.0
124.2,155.0,0.17,150,0.7578125
124.2,155.0,0.17,150,0.75
124.2,155.0,0.17,150,0.7578125
124.5,153.6,0.27,200,0.75
124.5,153.6,0.27,200,0.7578125
124.5,153.6,0.27,200,0.7578125
123.80000000000001,154.29999999999998,0.27,150,0.7578125
123.80000000000001,154.29999999999998,0.27,150,0.7578125
124.5,154.5,0.41000000000000003,150,0.7578125
124.5,154.5,0.41000000000000003,150,0.75
124.5,154.5,0.41000000000000003,150,0.7578125
124.9,154.0,0.22,150,0.7578125
124.9,154.0,0.22,150,0.7578125
121.7,155.29999999999998,0.29,350,0.7578125
121.7,155.29999999999998,0.29,350,0.7578125
124.5,154.5,0.71,350,0.7578125
124.5,154.5,0.71,350,0.7578125
121.60000000000001,154.9,0.35000000000000003,150,0.7578125
121.60000000000001,154.9,0.35000000000000003,150,0.7578125
123.2,153.4,0.01,150,0.7578125
123.2,153.4,0.01,150,0.7578125
124.10000000000001,154.1,0.05,150,0.7578125
124.10000000000001,154.1,0.05,150,0.7578125
123.10000000000001,154.29999999999998,0.14,250,0.7578125
123.10000000000001,154.29999999999998,0.14,250,0.75
123.10000000000001,154.29999999999998,0.14,250,0.7578125
124.5,154.7,0.15,150,0.7578125
124.5,154.7,0.15,150,0.75
124.5,154.7,0.15,150,0.7578125
125.10000000000001,153.2,0.7000000000000001,250,0.7578125
125.10000000000001,153.2,0.7000000000000001,250,0.7578125
124.30000000000001,154.2,0.21,200,0.75
124.30000000000001,154.2,0.21,200,0.7578125
124.30000000000001,154.2,0.21,200,0.7578125
124.30000000000001,153.79999999999998,0.3,150,0.7578125
124.30000000000001,153.79999999999998,0.3,150,0.7578125
123.0,156.1,0.09,250,0.7578125
123.0,156.1,0.09,250,0.7578125
