top_1,top_5
0.78125,0.935546875
0.78125,0.935546875
0.78125,0.935546875
0.779296875,0.93359375
0.78125,0.935546875
0.033203125,0.048828125
0.78125,0.935546875
0.78125,0.935546875
0.78125,0.935546875
0.78125,0.935546875
0.78125,0.935546875
0.78125,0.935546875
0.78125,0.935546875
0.033203125,0.041015625
0.78125,0.935546875
0.78125,0.935546875
0.033203125,0.046875
0.78125,0.935546875
0.78125,0.935546875
0.78125,0.935546875
0.78125,0.935546875
0.78125,0.935546875
0.78125,0.935546875
0.78125,0.935546875
0.78125,0.935546875
0.78125,0.935546875
0.779296875,0.93359375
0.78125,0.935546875
0.78125,0.935546875
0.78125,0.935546875
0.78125,0.935546875
0.78125,0.935546875
0.78125,0.935546875
0.78125,0.935546875
0.78125,0.935546875
0.033203125,0.048828125
0.029296875,0.037109375
0.78125,0.935546875
0.78125,0.935546875
0.78125,0.935546875
0.03125,0.060546875
0.78125,0.935546875
0.03125,0.046875
0.78125,0.935546875
0.78125,0.935546875
0.78125,0.935546875
0.033203125,0.044921875
0.78125,0.935546875
0.78125,0.935546875
0.78125,0.935546875
0.78125,0.935546875
0.78125,0.935546875
0.78125,0.935546875
0.78125,0.935546875
0.78125,0.93359375
0.037109375,0.05078125
0.78125,0.935546875
0.78125,0.935546875
-1,-1
0.78125,0.935546875
0.033203125,0.05078125
0.78125,0.935546875
0.78125,0.935546875
0.78125,0.935546875
