top_1,top_5
0.720703125,0.900390625
0.720703125,0.900390625
0.001953125,0.833984375
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
-1,-1
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.001953125,0.009765625
0.720703125,0.900390625
0.720703125,0.900390625
-1,-1
0.720703125,0.900390625
0.001953125,0.0078125
-1,-1
0.720703125,0.900390625
0.001953125,0.0078125
0.720703125,0.900390625
0.720703125,0.900390625
0.0,0.87890625
0.720703125,0.900390625
-1,-1
-1,-1
0.720703125,0.900390625
0.720703125,0.900390625
0.001953125,0.0078125
0.720703125,0.900390625
0.0,0.87890625
0.720703125,0.900390625
-1,-1
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
-1,-1
0.720703125,0.900390625
0.001953125,0.0078125
0.720703125,0.900390625
0.720703125,0.900390625
-1,-1
0.001953125,0.0078125
-1,-1
0.001953125,0.0078125
-1,-1
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.0,0.87890625
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.71875,0.900390625
0.720703125,0.900390625
-1,-1
0.720703125,0.900390625
-1,-1
0.001953125,0.0078125
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
-1,-1
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
-1,-1
0.720703125,0.900390625
0.001953125,0.0078125
0.720703125,0.900390625
-1,-1
0.720703125,0.900390625
-1,-1
0.720703125,0.900390625
0.0,0.001953125
0.720703125,0.900390625
-1,-1
0.720703125,0.900390625
0.720703125,0.900390625
0.001953125,0.0078125
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.0,0.87890625
0.720703125,0.900390625
0.0,0.0
0.720703125,0.900390625
0.720703125,0.900390625
-1,-1
0.001953125,0.0078125
0.720703125,0.900390625
-1,-1
0.001953125,0.0078125
0.720703125,0.900390625
-1,-1
0.720703125,0.900390625
0.720703125,0.900390625
0.001953125,0.0078125
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.0,0.87890625
-1,-1
0.720703125,0.900390625
-1,-1
0.720703125,0.900390625
0.72265625,0.900390625
-1,-1
0.001953125,0.0078125
0.720703125,0.900390625
0.001953125,0.0078125
-1,-1
0.720703125,0.900390625
-1,-1
0.001953125,0.0078125
0.720703125,0.900390625
0.0,0.87890625
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.0078125,0.888671875
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
-1,-1
0.001953125,0.0078125
0.720703125,0.900390625
0.720703125,0.900390625
0.0,0.87890625
0.720703125,0.900390625
0.720703125,0.900390625
0.0,0.87890625
0.720703125,0.900390625
-1,-1
0.71875,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
-1,-1
0.720703125,0.900390625
0.720703125,0.900390625
0.0,0.87890625
0.720703125,0.900390625
0.720703125,0.900390625
0.0,0.87890625
0.720703125,0.900390625
0.720703125,0.900390625
0.0,0.87890625
0.720703125,0.900390625
0.720703125,0.900390625
-1,-1
0.720703125,0.900390625
0.001953125,0.0078125
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.00390625,0.837890625
0.720703125,0.900390625
0.720703125,0.900390625
0.0,0.87890625
0.720703125,0.900390625
-1,-1
0.71875,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.71875,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.00390625,0.837890625
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
-1,-1
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.00390625,0.0078125
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
-1,-1
0.720703125,0.900390625
0.001953125,0.0078125
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.00390625,0.837890625
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.71875,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.001953125,0.00390625
0.00390625,0.005859375
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.0,0.87890625
0.720703125,0.900390625
0.71875,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.0,0.87890625
0.720703125,0.900390625
0.71875,0.900390625
0.720703125,0.90234375
0.720703125,0.900390625
0.720703125,0.900390625
0.00390625,0.837890625
0.720703125,0.900390625
0.720703125,0.900390625
0.720703125,0.900390625
0.0,0.87890625
-1,-1
0.001953125,0.0078125
0.720703125,0.900390625
0.720703125,0.900390625
0.0,0.87890625
-1,-1
0.720703125,0.900390625
0.71875,0.900390625
