top_1,top_5
0.78125,0.935546875
0.015625,0.025390625
0.01171875,0.025390625
0.015625,0.01953125
0.017578125,0.03125
0.78125,0.935546875
0.78125,0.935546875
0.01171875,0.015625
0.77734375,0.93359375
0.013671875,0.017578125
0.017578125,0.021484375
0.78125,0.935546875
0.77734375,0.93359375
0.78125,0.935546875
0.78125,0.935546875
0.015625,0.01953125
0.77734375,0.93359375
0.015625,0.01953125
0.021484375,0.025390625
0.017578125,0.0234375
0.015625,0.0234375
0.78125,0.935546875
0.78125,0.935546875
0.78125,0.935546875
