params_x,params_y,params_z,user_attrs_top-1
127.0,155.2,0.19,0.7578125
119.0,152.0,1.22,0.7578125
119.0,152.0,1.22,0.7578125
124.0,152.6,0.78,-1.0
124.0,152.6,0.78,-1.0
120.7,151.9,0.51,0.7578125
120.7,151.9,0.51,-1.0
122.8,153.5,0.45,0.7578125
122.8,153.5,0.45,-1.0
126.9,156.0,0.81,0.7578125
126.9,156.0,0.81,0.7578125
122.4,151.5,0.8300000000000001,-1.0
122.4,151.5,0.8300000000000001,0.7578125
120.3,154.0,0.9500000000000001,0.7578125
120.3,154.0,0.9500000000000001,0.7578125
125.7,148.8,1.22,0.7578125
125.7,148.8,1.22,0.7578125
123.6,151.4,0.41000000000000003,-1.0
123.6,151.4,0.41000000000000003,0.7578125
124.2,153.0,0.03,-1.0
124.2,153.0,0.03,0.7578125
123.5,156.0,0.4,0.7578125
123.5,156.0,0.4,0.7578125
119.6,151.0,1.99,0.7578125
119.6,151.0,1.99,0.7578125
121.5,150.6,0.03,0.75
121.5,150.6,0.03,-1.0
121.5,150.6,0.03,0.7578125
122.7,155.3,0.0,0.7578125
122.7,155.3,0.0,0.7578125
124.9,153.8,0.85,0.7578125
124.9,153.8,0.85,0.7578125
121.4,153.4,0.35000000000000003,0.75
121.4,153.4,0.35000000000000003,0.75
121.4,153.4,0.35000000000000003,0.7578125
121.4,153.4,0.35000000000000003,0.7578125
122.5,153.1,0.27,0.7578125
122.5,153.1,0.27,0.7578125
120.3,154.9,0.09,-1.0
120.3,154.9,0.09,-1.0
118.0,152.0,0.2,0.7578125
118.0,152.0,0.2,0.7578125
125.1,154.8,1.45,0.7578125
125.1,154.8,1.45,0.7578125
120.8,151.9,0.87,0.7421875
120.8,151.9,0.87,-1.0
120.8,151.9,0.87,0.7578125
118.1,148.2,1.02,0.7578125
118.1,148.2,1.02,0.7578125
122.1,153.1,0.33,0.7578125
122.1,153.1,0.33,0.75
122.1,153.1,0.33,0.7578125
121.0,154.3,0.38,0.7578125
121.0,154.3,0.38,0.7578125
125.2,155.3,0.28,0.75
125.2,155.3,0.28,0.7578125
125.2,155.3,0.28,0.7578125
123.2,154.3,0.46,0.7578125
123.2,154.3,0.46,-1.0
124.5,155.2,1.11,0.7578125
124.5,155.2,1.11,0.7578125
121.3,152.3,1.62,-1.0
121.3,152.3,1.62,0.7578125
118.2,148.7,1.49,0.7578125
118.2,148.7,1.49,0.7578125
126.3,150.0,0.53,0.75
126.3,150.0,0.53,-1.0
126.3,150.0,0.53,0.7578125
122.6,156.2,1.1500000000000001,0.7578125
122.6,156.2,1.1500000000000001,0.7578125
120.2,153.0,0.25,0.7578125
120.2,153.0,0.25,0.7578125
118.6,152.7,0.55,0.7578125
118.6,152.7,0.55,0.75
118.6,152.7,0.55,0.7578125
119.9,154.3,0.21,-1.0
119.9,154.3,0.21,0.7578125
118.2,155.2,0.36,0.7578125
118.2,155.2,0.36,0.7578125
121.0,151.0,0.51,0.75
121.0,151.0,0.51,0.75
121.0,151.0,0.51,-1.0
121.0,151.0,0.51,0.7578125
118.6,157.0,1.53,0.7578125
118.6,157.0,1.53,0.7578125
122.7,148.4,0.09,0.75
122.7,148.4,0.09,0.7578125
122.7,148.4,0.09,-1.0
120.9,154.9,0.61,0.7578125
120.9,154.9,0.61,0.7578125
120.2,152.2,0.02,0.75
120.2,152.2,0.02,-1.0
120.2,152.2,0.02,0.7578125
121.8,153.1,0.28,0.7578125
121.8,153.1,0.28,0.7578125
121.3,152.8,0.76,0.75
121.3,152.8,0.76,0.7578125
121.3,152.8,0.76,0.7578125
121.8,152.4,0.46,0.7578125
121.8,152.4,0.46,0.7578125
123.1,153.9,0.05,0.7578125
123.1,153.9,0.05,0.7578125
126.1,148.3,1.45,0.7578125
126.1,148.3,1.45,0.7578125
124.3,156.4,1.01,0.7578125
124.3,156.4,1.01,0.7578125
123.8,152.0,0.4,-1.0
123.8,152.0,0.4,0.7578125
121.6,152.9,0.27,0.7578125
121.6,152.9,0.27,0.75
121.6,152.9,0.27,0.7578125
120.6,154.4,0.61,0.75
120.6,154.4,0.61,0.75
120.6,154.4,0.61,0.7578125
120.6,154.4,0.61,0.7578125
120.4,153.8,0.7000000000000001,0.7578125
120.4,153.8,0.7000000000000001,0.7578125
121.9,157.4,1.85,0.7578125
121.9,157.4,1.85,0.7578125
122.1,154.6,0.59,0.7578125
122.1,154.6,0.59,0.7578125
120.7,156.7,0.42,0.7578125
120.7,156.7,0.42,0.7578125
122.9,154.8,0.29,-1.0
122.9,154.8,0.29,0.7578125
119.2,155.9,1.17,0.7578125
119.2,155.9,1.17,0.7578125
120.6,154.3,0.47000000000000003,0.7578125
120.6,154.3,0.47000000000000003,0.7578125
122.5,151.7,0.5,0.7421875
122.5,151.7,0.5,-1.0
122.5,151.7,0.5,0.7578125
123.0,152.9,0.62,0.75
123.0,152.9,0.62,0.7578125
123.0,152.9,0.62,0.7578125
122.5,152.8,0.12,0.75
122.5,152.8,0.12,-1.0
122.5,152.8,0.12,0.7578125
123.5,154.0,0.6900000000000001,0.7578125
123.5,154.0,0.6900000000000001,0.75
123.5,154.0,0.6900000000000001,0.75
123.5,154.0,0.6900000000000001,0.7578125
122.5,153.6,1.02,0.7578125
122.5,153.6,1.02,0.7578125
123.1,154.9,0.73,0.7578125
123.1,154.9,0.73,0.7578125
122.8,154.5,0.24,0.7578125
122.8,154.5,0.24,0.7578125
126.1,154.3,0.8200000000000001,0.7578125
126.1,154.3,0.8200000000000001,0.7578125
121.7,155.0,1.6300000000000001,0.7578125
121.7,155.0,1.6300000000000001,0.7578125
118.1,154.7,0.54,0.7578125
118.1,154.7,0.54,0.7578125
124.4,154.3,0.41000000000000003,0.7578125
124.4,154.3,0.41000000000000003,0.7578125
118.5,152.8,0.43,0.7578125
118.5,152.8,0.43,0.7578125
123.5,152.9,0.7000000000000001,0.75
123.5,152.9,0.7000000000000001,0.75
123.5,152.9,0.7000000000000001,-1.0
123.5,152.9,0.7000000000000001,-1.0
124.2,154.0,0.44,0.75
124.2,154.0,0.44,0.7578125
124.2,154.0,0.44,0.7578125
121.1,153.0,0.35000000000000003,-1.0
121.1,153.0,0.35000000000000003,0.7578125
121.1,150.1,1.02,0.7578125
121.1,150.1,1.02,0.7578125
125.0,156.0,0.06,0.7578125
125.0,156.0,0.06,0.7578125
125.4,155.3,0.58,0.75
125.4,155.3,0.58,0.7578125
125.4,155.3,0.58,0.7578125
125.1,154.0,0.35000000000000003,0.7578125
125.1,154.0,0.35000000000000003,0.75
125.1,154.0,0.35000000000000003,-1.0
124.8,154.4,0.05,0.7578125
124.8,154.4,0.05,-1.0
124.4,151.7,1.16,0.7578125
124.4,151.7,1.16,0.75
124.4,151.7,1.16,0.7578125
120.4,153.0,0.51,0.7578125
120.4,153.0,0.51,0.7578125
124.5,157.4,0.46,0.7578125
124.5,157.4,0.46,0.7578125
124.8,154.7,1.03,0.7578125
124.8,154.7,1.03,0.7578125
123.6,157.5,0.5,0.7578125
123.6,157.5,0.5,0.7578125
126.2,155.3,0.77,0.7578125
126.2,155.3,0.77,0.7578125
118.9,152.1,0.8300000000000001,0.7578125
118.9,152.1,0.8300000000000001,0.7578125
118.1,154.2,0.64,0.7578125
118.1,154.2,0.64,0.7578125
119.1,152.6,0.5,0.7578125
119.1,152.6,0.5,-1.0
121.4,154.5,0.92,-1.0
121.4,154.5,0.92,0.7578125
123.2,155.9,0.19,0.7578125
123.2,155.9,0.19,0.7578125
119.4,151.0,0.34,-1.0
119.4,151.0,0.34,0.7578125
126.1,155.9,0.3,0.7578125
126.1,155.9,0.3,0.7578125
121.8,154.4,0.33,0.7578125
121.8,154.4,0.33,0.7578125
121.9,153.8,0.02,-1.0
121.9,153.8,0.02,-1.0
121.9,154.8,0.84,0.7578125
121.9,154.8,0.84,0.7578125
121.6,151.5,0.25,0.7578125
121.6,151.5,0.25,0.7421875
121.6,151.5,0.25,0.7578125
123.2,150.8,0.1,0.7578125
123.2,150.8,0.1,0.7578125
121.8,150.1,0.29,-1.0
121.8,150.1,0.29,0.7578125
121.1,153.3,0.75,0.7578125
121.1,153.3,0.75,0.7578125
120.9,151.9,0.35000000000000003,0.75
120.9,151.9,0.35000000000000003,0.7578125
120.9,151.9,0.35000000000000003,-1.0
121.5,151.3,0.27,0.7578125
121.5,151.3,0.27,0.75
121.5,151.3,0.27,-1.0
119.4,154.1,0.11,0.7578125
119.4,154.1,0.11,0.7578125
123.4,150.7,1.74,0.7578125
123.4,150.7,1.74,0.75
123.4,150.7,1.74,-1.0
122.9,152.3,0.6,0.7578125
122.9,152.3,0.6,0.7578125
124.3,151.9,1.54,0.75
124.3,151.9,1.54,0.7578125
124.3,151.9,1.54,0.75
124.3,151.9,1.54,0.7578125
125.7,152.4,1.11,-1.0
125.7,152.4,1.11,0.7578125
125.5,151.6,1.42,0.7578125
125.5,151.6,1.42,0.7578125
124.2,152.5,1.27,0.7578125
124.2,152.5,1.27,0.7578125
123.7,153.1,1.54,0.7578125
123.7,153.1,1.54,-1.0
124.6,153.3,0.8300000000000001,0.7578125
124.6,153.3,0.8300000000000001,0.7578125
122.9,150.8,1.81,0.7578125
122.9,150.8,1.81,0.75
122.9,150.8,1.81,0.7578125
124.3,154.7,0.28,-1.0
124.3,154.7,0.28,-1.0
118.1,152.2,0.5,0.7578125
118.1,152.2,0.5,0.7578125
121.8,152.6,0.5700000000000001,0.7578125
121.8,152.6,0.5700000000000001,0.7578125
120.6,150.7,0.35000000000000003,0.7578125
120.6,150.7,0.35000000000000003,0.7578125
125.2,157.6,1.97,0.7578125
125.2,157.6,1.97,0.7578125
126.6,153.9,1.75,0.7578125
126.6,153.9,1.75,0.7578125
124.5,150.9,1.8,0.7578125
124.5,150.9,1.8,-1.0
119.8,152.4,0.88,-1.0
119.8,152.4,0.88,0.7578125
121.8,152.7,0.41000000000000003,0.7578125
121.8,152.7,0.41000000000000003,0.75
121.8,152.7,0.41000000000000003,0.7578125
121.7,151.7,1.29,0.7578125
121.7,151.7,1.29,0.7578125
120.9,152.6,1.03,0.75
120.9,152.6,1.03,0.7578125
120.9,152.6,1.03,0.7578125
120.0,154.8,0.5,0.7578125
120.0,154.8,0.5,0.7578125
125.7,155.5,1.0,0.7578125
125.7,155.5,1.0,0.7578125
121.8,153.5,0.66,-1.0
121.8,153.5,0.66,0.7578125
121.0,153.6,0.29,0.7578125
121.0,153.6,0.29,0.7421875
121.0,153.6,0.29,0.7578125
121.1,153.2,0.29,-1.0
121.1,153.2,0.29,0.7578125
121.6,153.7,0.52,0.7578125
121.6,153.7,0.52,0.7578125
120.3,154.5,0.06,0.7578125
120.3,154.5,0.06,0.7578125
122.9,153.3,0.29,-1.0
122.9,153.3,0.29,0.7578125
120.2,155.0,0.62,0.7578125
120.2,155.0,0.62,0.7578125
122.3,151.8,0.8300000000000001,0.75
122.3,151.8,0.8300000000000001,-1.0
122.3,151.8,0.8300000000000001,0.7578125
127.0,150.6,0.01,0.7578125
127.0,150.6,0.01,0.7578125
123.8,154.5,0.76,0.7578125
123.8,154.5,0.76,0.7578125
121.3,149.7,0.56,0.7578125
121.3,149.7,0.56,0.75
121.3,149.7,0.56,0.7578125
123.2,151.0,0.03,-1.0
123.2,151.0,0.03,-1.0
122.0,151.9,0.28,0.7578125
122.0,151.9,0.28,-1.0
121.5,154.6,0.46,0.7578125
121.5,154.6,0.46,0.75
121.5,154.6,0.46,0.7578125
122.4,153.9,0.36,0.7578125
122.4,153.9,0.36,0.75
122.4,153.9,0.36,0.7578125
119.7,153.3,0.47000000000000003,0.7578125
119.7,153.3,0.47000000000000003,0.7578125
119.6,152.6,0.38,0.7578125
119.6,152.6,0.38,0.7578125
123.8,150.0,1.22,0.75
123.8,150.0,1.22,-1.0
123.8,150.0,1.22,0.7578125
118.1,153.4,1.67,0.7578125
118.1,153.4,1.67,0.7578125
121.1,152.3,0.06,0.75
121.1,152.3,0.06,0.7578125
121.1,152.3,0.06,0.7578125
122.6,154.5,0.23,0.7578125
122.6,154.5,0.23,0.7578125
124.7,153.3,0.76,-1.0
124.7,153.3,0.76,0.7578125
121.6,153.7,0.64,0.75
121.6,153.7,0.64,0.7578125
121.6,153.7,0.64,0.7578125
122.9,154.7,0.7000000000000001,0.7578125
122.9,154.7,0.7000000000000001,0.7578125
122.5,152.6,0.85,0.7421875
122.5,152.6,0.85,0.7578125
122.5,152.6,0.85,0.7578125
120.1,152.5,0.88,0.7578125
120.1,152.5,0.88,0.7578125
125.6,157.3,0.76,0.7578125
125.6,157.3,0.76,0.7578125
126.8,153.3,0.26,-1.0
126.8,153.3,0.26,0.125
126.8,153.3,0.26,-1.0
126.8,153.3,0.26,0.7578125
126.8,153.3,0.26,-1.0
123.2,150.8,0.75,0.7578125
123.2,150.8,0.75,0.7578125
121.8,151.7,1.29,-1.0
121.8,151.7,1.29,0.7578125
121.8,152.3,0.45,0.7578125
121.8,152.3,0.45,0.7578125
126.2,154.1,0.17,-1.0
126.2,154.1,0.17,0.7578125
125.5,154.6,0.58,0.75
125.5,154.6,0.58,0.7578125
125.5,154.6,0.58,0.7578125
120.5,150.3,0.06,0.7578125
120.5,150.3,0.06,0.7578125
125.5,152.3,1.75,0.7578125
125.5,152.3,1.75,-1.0
127.0,152.3,0.49,-1.0
127.0,152.3,0.49,-1.0
126.8,152.9,0.17,-1.0
126.8,152.9,0.17,0.7578125
121.6,153.4,0.38,0.7578125
121.6,153.4,0.38,-1.0
118.2,153.3,0.22,0.7578125
118.2,153.3,0.22,0.7578125
125.5,152.0,0.23,0.75
125.5,152.0,0.23,-1.0
125.5,152.0,0.23,0.7578125
126.9,152.9,0.13,-1.0
126.9,152.9,0.13,0.7578125
122.5,153.1,1.01,0.7578125
122.5,153.1,1.01,-1.0
121.9,152.9,0.19,0.7578125
121.9,152.9,0.19,0.75
121.9,152.9,0.19,0.7578125
123.8,154.3,0.26,0.75
123.8,154.3,0.26,0.7578125
123.8,154.3,0.26,0.75
123.8,154.3,0.26,0.75
123.8,154.3,0.26,0.7578125
124.6,154.6,0.26,-1.0
124.6,154.6,0.26,0.7578125
124.0,153.1,0.06,0.7578125
124.0,153.1,0.06,0.75
124.0,153.1,0.06,0.75
124.0,153.1,0.06,0.75
124.0,153.1,0.06,-1.0
126.9,154.9,0.58,0.7578125
126.9,154.9,0.58,0.7578125
121.5,151.4,0.05,0.75
121.5,151.4,0.05,0.7578125
121.5,151.4,0.05,-1.0
122.7,151.9,0.88,0.7578125
122.7,151.9,0.88,0.75
122.7,151.9,0.88,0.7578125
123.9,154.8,0.47000000000000003,0.7578125
123.9,154.8,0.47000000000000003,0.7578125
123.6,154.2,0.02,0.7578125
123.6,154.2,0.02,0.7578125
123.2,153.1,0.0,-1.0
123.2,153.1,0.0,-1.0
121.0,151.4,0.74,0.7578125
121.0,151.4,0.74,0.7421875
121.0,151.4,0.74,0.7578125
121.4,151.9,0.67,0.7578125
121.4,151.9,0.67,0.7578125
121.9,153.5,1.02,-1.0
121.9,153.5,1.02,0.7578125
121.0,151.8,0.61,0.7578125
121.0,151.8,0.61,-1.0
120.0,152.9,0.34,-1.0
120.0,152.9,0.34,-1.0
122.1,150.2,0.51,-1.0
122.1,150.2,0.51,0.7578125
118.1,152.6,0.77,0.7578125
118.1,152.6,0.77,0.7578125
122.9,152.7,0.59,0.7578125
122.9,152.7,0.59,0.7578125
120.9,153.4,0.17,0.75
120.9,153.4,0.17,0.7421875
120.9,153.4,0.17,-1.0
120.9,153.4,0.17,-1.0
121.1,152.1,0.67,-1.0
121.1,152.1,0.67,0.7578125
118.8,150.4,0.81,0.75
118.8,150.4,0.81,0.7578125
118.8,150.4,0.81,0.75
118.8,150.4,0.81,0.7578125
119.7,148.9,0.75,0.7578125
119.7,148.9,0.75,0.7578125
119.0,149.9,1.1500000000000001,0.7578125
119.0,149.9,1.1500000000000001,0.7578125
120.3,151.1,0.84,0.7578125
120.3,151.1,0.84,0.75
120.3,151.1,0.84,-1.0
119.5,150.7,0.8200000000000001,0.75
119.5,150.7,0.8200000000000001,0.7578125
119.5,150.7,0.8200000000000001,0.7578125
121.4,156.3,0.67,0.7578125
121.4,156.3,0.67,0.7578125
118.0,149.6,0.85,0.7578125
118.0,149.6,0.85,0.7578125
122.1,155.0,0.07,0.7578125
122.1,155.0,0.07,0.7578125
124.4,151.0,1.56,0.75
124.4,151.0,1.56,-1.0
124.4,151.0,1.56,0.7578125
123.5,153.5,0.48,0.75
123.5,153.5,0.48,0.7578125
123.5,153.5,0.48,0.7578125
118.1,150.1,0.31,0.7578125
118.1,150.1,0.31,0.7578125
123.9,152.3,0.6,-1.0
123.9,152.3,0.6,0.7578125
120.7,152.8,0.39,0.7578125
120.7,152.8,0.39,0.7578125
124.6,155.3,0.29,-1.0
124.6,155.3,0.29,0.7578125
126.5,155.3,0.12,0.75
126.5,155.3,0.12,0.7578125
126.5,155.3,0.12,0.75
126.5,155.3,0.12,0.7578125
126.9,154.5,0.28,0.7578125
126.9,154.5,0.28,0.7578125
126.2,154.6,0.0,-1.0
126.2,154.6,0.0,-1.0
125.5,156.4,0.19,0.7578125
125.5,156.4,0.19,0.7578125
123.3,153.3,0.97,0.75
123.3,153.3,0.97,0.7578125
123.3,153.3,0.97,0.7578125
121.3,156.4,0.12,0.7578125
121.3,156.4,0.12,0.7578125
122.5,153.3,0.59,-1.0
122.5,153.3,0.59,0.7578125
122.3,153.3,0.45,0.7578125
122.3,153.3,0.45,0.75
122.3,153.3,0.45,0.7578125
119.5,151.7,0.6900000000000001,0.7421875
119.5,151.7,0.6900000000000001,0.7578125
119.5,151.7,0.6900000000000001,0.75
119.5,151.7,0.6900000000000001,0.7578125
118.8,151.4,0.97,-1.0
118.8,151.4,0.97,0.7578125
120.1,150.8,0.62,-1.0
120.1,150.8,0.62,-1.0
119.6,154.0,1.1,0.7578125
119.6,154.0,1.1,0.7578125
118.0,151.2,0.7000000000000001,0.7578125
118.0,151.2,0.7000000000000001,0.7578125
120.1,153.4,0.5700000000000001,0.7578125
120.1,153.4,0.5700000000000001,-1.0
120.3,154.5,0.88,0.7578125
120.3,154.5,0.88,0.7578125
126.7,156.2,0.34,0.7578125
126.7,156.2,0.34,0.7578125
123.2,154.4,0.28,0.7578125
123.2,154.4,0.28,0.7578125
122.1,151.6,0.59,0.7578125
122.1,151.6,0.59,0.7578125
120.1,151.4,0.61,0.7578125
120.1,151.4,0.61,0.7578125
126.8,154.7,0.03,0.7578125
126.8,154.7,0.03,0.7578125
120.4,154.3,0.39,-1.0
120.4,154.3,0.39,0.7578125
122.5,151.2,0.32,-1.0
122.5,151.2,0.32,0.75
122.5,151.2,0.32,-1.0
119.4,152.3,0.66,0.7578125
119.4,152.3,0.66,0.7578125
122.2,152.1,0.9400000000000001,0.75
122.2,152.1,0.9400000000000001,0.7578125
122.2,152.1,0.9400000000000001,0.7578125
123.7,154.0,1.12,0.7578125
123.7,154.0,1.12,0.7578125
125.4,155.9,0.23,0.7578125
125.4,155.9,0.23,0.7578125
122.1,153.3,0.12,0.7578125
122.1,153.3,0.12,0.7578125
123.9,153.0,1.56,-1.0
123.9,153.0,1.56,0.7578125
122.6,154.1,0.36,0.7578125
122.6,154.1,0.36,0.7578125
122.2,154.1,0.61,-1.0
122.2,154.1,0.61,0.7578125
124.4,153.0,0.28,0.125
124.4,153.0,0.28,-1.0
124.4,153.0,0.28,0.7578125
124.4,153.0,0.28,-1.0
124.4,153.0,0.28,-1.0
125.1,153.8,0.03,-1.0
125.1,153.8,0.03,-1.0
124.4,155.9,1.95,0.7578125
124.4,155.9,1.95,0.7578125
127.0,156.7,0.05,0.7578125
127.0,156.7,0.05,0.7578125
124.2,155.8,0.74,0.7578125
124.2,155.8,0.74,0.7578125
126.1,153.0,0.49,-1.0
126.1,153.0,0.49,0.7578125
123.9,153.2,0.37,0.7578125
123.9,153.2,0.37,0.7578125
120.1,152.4,0.86,0.75
120.1,152.4,0.86,0.7578125
120.1,152.4,0.86,0.7578125
125.1,153.4,0.4,0.7578125
125.1,153.4,0.4,-1.0
120.3,155.4,1.75,0.7578125
120.3,155.4,1.75,0.7578125
120.3,153.2,0.5700000000000001,-1.0
120.3,153.2,0.5700000000000001,0.7578125
118.4,150.4,0.84,0.7578125
118.4,150.4,0.84,0.7578125
124.7,153.9,0.42,-1.0
124.7,153.9,0.42,0.7578125
119.5,152.6,0.44,0.7578125
119.5,152.6,0.44,-1.0
124.6,156.7,0.2,0.7578125
124.6,156.7,0.2,0.7578125
122.3,151.9,0.27,0.75
122.3,151.9,0.27,0.7578125
122.3,151.9,0.27,-1.0
122.7,150.2,0.86,0.7578125
122.7,150.2,0.86,0.7578125
123.5,152.7,0.24,-1.0
123.5,152.7,0.24,-1.0
124.5,154.3,0.32,0.7578125
124.5,154.3,0.32,-1.0
121.0,152.2,0.19,0.7578125
121.0,152.2,0.19,0.7578125
125.8,154.9,0.92,0.7578125
125.8,154.9,0.92,0.7578125
121.6,150.9,0.51,0.7578125
121.6,150.9,0.51,0.7578125
123.1,155.3,0.34,0.7578125
123.1,155.3,0.34,0.7578125
118.6,154.5,0.52,0.7578125
118.6,154.5,0.52,0.7578125
125.1,154.4,0.43,-1.0
125.1,154.4,0.43,0.7578125
120.6,154.1,0.33,0.75
120.6,154.1,0.33,0.7578125
120.6,154.1,0.33,-1.0
120.9,151.1,0.97,0.7578125
120.9,151.1,0.97,-1.0
127.0,154.6,1.56,0.7578125
127.0,154.6,1.56,0.7578125
119.6,150.8,0.36,0.7578125
119.6,150.8,0.36,0.7578125
121.9,153.3,0.85,0.7578125
121.9,153.3,0.85,0.7421875
121.9,153.3,0.85,0.7578125
123.4,154.1,0.61,0.7578125
123.4,154.1,0.61,0.7578125
125.5,155.5,0.33,0.7578125
125.5,155.5,0.33,0.7578125
121.0,154.8,1.08,0.7578125
121.0,154.8,1.08,0.7578125
121.6,153.0,1.09,-1.0
121.6,153.0,1.09,0.7578125
120.6,153.1,0.55,0.7578125
120.6,153.1,0.55,-1.0
121.8,152.7,0.86,0.7578125
121.8,152.7,0.86,0.7578125
122.4,152.7,0.5700000000000001,0.7578125
122.4,152.7,0.5700000000000001,0.7578125
125.4,152.1,0.33,-1.0
125.4,152.1,0.33,0.7578125
124.1,151.7,1.47,0.7578125
124.1,151.7,1.47,0.75
124.1,151.7,1.47,-1.0
118.1,152.6,0.4,0.7578125
118.1,152.6,0.4,0.7578125
122.5,153.0,0.81,0.7578125
122.5,153.0,0.81,0.7578125
119.6,153.6,0.8200000000000001,-1.0
119.6,153.6,0.8200000000000001,0.7578125
118.8,157.1,0.32,0.7578125
118.8,157.1,0.32,0.7578125
118.7,150.0,0.65,0.7578125
118.7,150.0,0.65,-1.0
121.0,152.8,0.67,0.7578125
121.0,152.8,0.67,0.7578125
121.9,151.4,0.97,0.7578125
121.9,151.4,0.97,0.7578125
123.8,156.6,0.01,0.7578125
123.8,156.6,0.01,0.7578125
120.9,151.3,0.52,-1.0
120.9,151.3,0.52,0.7578125
126.8,153.6,0.27,0.75
126.8,153.6,0.27,0.75
126.8,153.6,0.27,-1.0
126.8,153.6,0.27,-1.0
121.1,153.8,0.81,0.7578125
121.1,153.8,0.81,0.7578125
124.5,153.3,0.07,-1.0
124.5,153.3,0.07,0.7578125
122.7,154.2,0.77,0.7578125
122.7,154.2,0.77,0.7578125
122.6,151.5,0.28,0.7578125
122.6,151.5,0.28,-1.0
123.5,154.5,0.26,0.7578125
123.5,154.5,0.26,0.75
123.5,154.5,0.26,0.7578125
124.3,151.3,0.5,0.7421875
124.3,151.3,0.5,-1.0
124.3,151.3,0.5,0.7578125
125.5,157.5,0.9500000000000001,0.7578125
125.5,157.5,0.9500000000000001,0.7578125
121.8,154.2,0.12,0.7578125
121.8,154.2,0.12,-1.0
124.3,149.7,0.4,0.7578125
124.3,149.7,0.4,0.75
124.3,149.7,0.4,-1.0
119.2,152.6,0.6,-1.0
119.2,152.6,0.6,-1.0
123.4,154.3,0.78,0.7578125
123.4,154.3,0.78,0.7578125
120.0,148.2,1.0,0.7578125
120.0,148.2,1.0,0.7578125
121.7,154.4,0.58,0.7578125
121.7,154.4,0.58,0.7578125
125.7,155.5,0.27,0.7578125
125.7,155.5,0.27,0.75
125.7,155.5,0.27,-1.0
121.0,155.7,0.28,0.7578125
121.0,155.7,0.28,0.7578125
121.3,152.0,0.86,-1.0
121.3,152.0,0.86,0.7578125
121.4,154.7,0.68,0.7578125
121.4,154.7,0.68,0.7578125
121.1,153.4,0.15,0.7578125
121.1,153.4,0.15,0.7578125
120.4,149.1,0.98,0.7578125
120.4,149.1,0.98,0.7578125
126.4,156.3,1.19,0.7578125
126.4,156.3,1.19,0.7578125
118.6,154.4,0.74,0.7578125
118.6,154.4,0.74,0.7578125
118.6,151.4,1.7,0.7578125
118.6,151.4,1.7,0.7578125
123.2,156.1,0.35000000000000003,0.7578125
123.2,156.1,0.35000000000000003,0.75
123.2,156.1,0.35000000000000003,0.7578125
122.3,156.8,0.9,0.7578125
122.3,156.8,0.9,0.7578125
119.3,151.9,0.25,0.7578125
119.3,151.9,0.25,0.7578125
126.6,154.2,0.39,-1.0
126.6,154.2,0.39,-1.0
126.3,150.1,0.44,-1.0
126.3,150.1,0.44,0.7578125
121.2,154.7,1.31,0.7578125
121.2,154.7,1.31,0.7578125
124.3,151.2,0.87,-1.0
