params_x,params_y,params_z,user_attrs_top-1
124.3,151.2,0.87,-1.0
118.1,156.0,1.99,0.7578125
118.1,156.0,1.99,0.7578125
122.7,153.6,1.6400000000000001,0.7578125
122.7,153.6,1.6400000000000001,0.7578125
119.9,148.7,0.5,0.75
119.9,148.7,0.5,0.7578125
119.9,148.7,0.5,0.7578125
125.9,157.1,1.06,0.7578125
125.9,157.1,1.06,0.7578125
121.9,152.6,0.17,0.7578125
121.9,152.6,0.17,-1.0
123.9,157.8,0.64,0.7578125
123.9,157.8,0.64,0.7578125
118.8,151.9,1.51,0.7578125
118.8,151.9,1.51,0.7578125
127.0,154.2,0.06,-1.0
127.0,154.2,0.06,-1.0
120.8,148.1,1.18,0.7578125
120.8,148.1,1.18,0.7578125
125.1,150.5,1.45,0.7578125
125.1,150.5,1.45,0.75
125.1,150.5,1.45,0.7578125
122.3,156.7,0.32,0.7578125
122.3,156.7,0.32,0.7578125
123.2,149.5,1.8800000000000001,0.7578125
123.2,149.5,1.8800000000000001,0.7578125
119.2,155.3,0.99,0.7578125
119.2,155.3,0.99,0.7578125
123.4,152.1,1.08,-1.0
123.4,152.1,1.08,0.7578125
119.5,157.6,0.19,0.7578125
119.5,157.6,0.19,0.7578125
124.9,148.5,1.75,0.7578125
124.9,148.5,1.75,0.7578125
122.0,153.7,0.61,0.7578125
122.0,153.7,0.61,0.7578125
126.7,156.2,0.76,0.7578125
126.7,156.2,0.76,0.7578125
120.5,151.0,1.8800000000000001,0.7578125
120.5,151.0,1.8800000000000001,0.75
120.5,151.0,1.8800000000000001,0.7578125
124.2,155.2,0.43,0.7578125
124.2,155.2,0.43,0.7578125
119.1,149.7,1.3,0.7578125
119.1,149.7,1.3,0.7578125
125.6,154.6,1.76,0.7578125
125.6,154.6,1.76,0.7578125
121.6,150.3,0.88,0.7578125
121.6,150.3,0.88,-1.0
123.0,155.6,1.43,0.7578125
123.0,155.6,1.43,0.7578125
120.2,151.7,0.29,0.7578125
120.2,151.7,0.29,0.7578125
124.6,149.2,0.07,-1.0
124.6,149.2,0.07,0.7578125
118.4,153.1,1.19,0.7578125
118.4,153.1,1.19,0.7578125
126.0,152.7,0.74,-1.0
126.0,152.7,0.74,0.7578125
120.9,156.9,1.61,0.7578125
120.9,156.9,1.61,0.7578125
124.4,154.0,1.26,0.7578125
124.4,154.0,1.26,0.7578125
118.1,148.1,0.37,0.7578125
118.1,148.1,0.37,0.7578125
126.3,158.0,1.94,0.7578125
126.3,158.0,1.94,0.7578125
121.3,151.8,0.8,0.75
121.3,151.8,0.8,0.75
121.3,151.8,0.8,0.7578125
121.3,151.8,0.8,0.7578125
125.7,149.3,0.5700000000000001,-1.0
125.7,149.3,0.5700000000000001,-1.0
121.7,155.4,1.69,0.7578125
121.7,155.4,1.69,0.7578125
122.5,150.8,0.24,-1.0
122.5,150.8,0.24,0.7578125
119.7,156.6,1.11,0.7578125
119.7,156.6,1.11,0.7578125
126.8,151.4,1.58,0.7578125
126.8,151.4,1.58,0.7578125
120.5,156.0,0.6900000000000001,0.7578125
120.5,156.0,0.6900000000000001,0.7578125
123.6,149.9,1.25,0.7578125
123.6,149.9,1.25,0.75
123.6,149.9,1.25,0.75
123.6,149.9,1.25,0.7578125
118.5,154.8,0.11,0.7578125
118.5,154.8,0.11,0.7578125
123.2,157.4,0.26,0.7578125
123.2,157.4,0.26,0.7578125
119.3,152.5,1.3800000000000001,0.7578125
119.3,152.5,1.3800000000000001,0.75
119.3,152.5,1.3800000000000001,0.7578125
125.2,153.4,0.9400000000000001,0.7578125
125.2,153.4,0.9400000000000001,0.7578125
122.4,148.7,1.81,0.7578125
122.4,148.7,1.81,0.7578125
125.0,155.8,0.13,0.7578125
125.0,155.8,0.13,0.7578125
122.1,151.6,1.0,0.7578125
122.1,151.6,1.0,0.7578125
123.5,154.3,0.56,0.7578125
123.5,154.3,0.56,0.7578125
119.6,150.4,1.68,0.7578125
119.6,150.4,1.68,0.7578125
123.9,152.9,1.96,0.7578125
123.9,152.9,1.96,0.7578125
118.8,156.9,0.8200000000000001,0.7578125
118.8,156.9,0.8200000000000001,0.7578125
126.5,148.9,1.37,0.7578125
126.5,148.9,1.37,0.7578125
120.2,153.2,0.49,0.7578125
120.2,153.2,0.49,0.75
120.2,153.2,0.49,0.7578125
122.8,148.3,0.9500000000000001,0.7578125
122.8,148.3,0.9500000000000001,0.7578125
120.0,153.8,1.82,0.7578125
120.0,153.8,1.82,0.7578125
125.4,152.3,0.37,0.7578125
125.4,152.3,0.37,-1.0
121.4,157.5,1.49,0.7578125
121.4,157.5,1.49,0.7578125
126.1,155.0,1.1400000000000001,0.7578125
126.1,155.0,1.1400000000000001,0.7578125
121.0,149.7,0.0,0.7578125
121.0,149.7,0.0,0.7578125
124.6,156.5,1.56,0.7578125
124.6,156.5,1.56,0.7578125
118.4,150.9,0.67,0.7578125
118.4,150.9,0.67,0.7578125
122.6,156.7,1.85,0.7578125
122.6,156.7,1.85,0.7578125
119.8,150.6,0.96,0.7578125
119.8,150.6,0.96,0.75
119.8,150.6,0.96,0.7578125
125.7,155.2,1.49,0.7578125
125.7,155.2,1.49,0.7578125
121.7,149.4,0.35000000000000003,0.75
121.7,149.4,0.35000000000000003,0.7578125
121.7,149.4,0.35000000000000003,0.75
121.7,149.4,0.35000000000000003,0.7578125
126.5,152.0,0.02,0.75
126.5,152.0,0.02,-1.0
126.5,152.0,0.02,-1.0
121.3,157.9,1.1500000000000001,0.7578125
121.3,157.9,1.1500000000000001,0.7578125
124.5,148.0,0.67,0.7578125
124.5,148.0,0.67,0.7578125
118.2,154.2,1.54,0.7578125
118.2,154.2,1.54,0.7578125
125.3,148.7,1.02,0.7578125
125.3,148.7,1.02,-1.0
122.5,153.5,0.14,0.7578125
122.5,153.5,0.14,0.75
122.5,153.5,0.14,-1.0
123.3,152.7,1.67,0.75
123.3,152.7,1.67,0.7578125
123.3,152.7,1.67,0.7578125
119.3,157.2,0.53,0.7578125
119.3,157.2,0.53,0.7578125
123.8,154.6,0.84,0.75
123.8,154.6,0.84,0.7578125
123.8,154.6,0.84,0.7578125
118.6,150.0,1.96,0.7578125
118.6,150.0,1.96,0.7578125
126.9,156.1,0.48,0.7578125
126.9,156.1,0.48,0.7578125
120.6,151.2,1.35,0.7578125
120.6,151.2,1.35,0.7578125
126.6,153.0,0.71,-1.0
126.6,153.0,0.71,-1.0
120.4,149.1,1.58,0.7578125
120.4,149.1,1.58,0.7578125
124.0,157.1,0.1,0.7578125
124.0,157.1,0.1,0.7578125
118.9,152.8,1.22,0.7578125
118.9,152.8,1.22,0.7578125
123.6,150.2,1.4000000000000001,-1.0
123.6,150.2,1.4000000000000001,0.75
123.6,150.2,1.4000000000000001,0.7578125
119.6,154.4,0.26,0.7578125
119.6,154.4,0.26,0.7578125
125.0,151.7,1.8,0.7578125
125.0,151.7,1.8,0.7578125
122.2,155.6,0.91,0.7578125
122.2,155.6,0.91,-1.0
124.7,151.1,0.4,0.7578125
124.7,151.1,0.4,-1.0
118.5,156.2,1.27,0.7578125
118.5,156.2,1.27,0.7578125
126.2,149.6,0.79,0.7578125
126.2,149.6,0.79,-1.0
121.1,155.1,1.92,0.7578125
121.1,155.1,1.92,0.7578125
125.4,157.7,1.72,0.7578125
125.4,157.7,1.72,0.7578125
121.5,152.2,0.58,0.75
121.5,152.2,0.58,0.75
121.5,152.2,0.58,-1.0
121.5,152.2,0.58,0.75
121.5,152.2,0.58,0.7578125
122.9,153.7,1.11,0.7578125
122.9,153.7,1.11,0.7578125
120.0,148.5,0.22,0.7578125
120.0,148.5,0.22,0.75
120.0,148.5,0.22,0.7578125
125.8,152.4,0.9,0.7578125
125.8,152.4,0.9,0.7578125
121.9,157.3,1.78,0.7578125
121.9,157.3,1.78,0.7578125
122.7,148.9,0.29,0.7578125
122.7,148.9,0.29,0.7578125
119.9,153.5,1.41,0.7578125
119.9,153.5,1.41,0.7578125
124.2,155.9,1.22,0.7578125
124.2,155.9,1.22,0.7578125
118.0,151.3,0.08,0.7578125
118.0,151.3,0.08,0.7578125
126.2,154.8,1.61,0.7578125
126.2,154.8,1.61,0.7578125
121.1,149.9,0.72,0.7578125
121.1,149.9,0.72,0.75
121.1,149.9,0.72,0.7578125
123.1,155.5,0.21,0.7578125
123.1,155.5,0.21,0.7578125
119.2,149.3,1.08,0.7578125
119.2,149.3,1.08,0.7578125
125.1,156.5,0.6,0.7578125
125.1,156.5,0.6,0.7578125
122.3,150.6,1.72,0.7578125
122.3,150.6,1.72,0.7578125
126.9,148.2,1.9000000000000001,0.7578125
126.9,148.2,1.9000000000000001,0.7578125
120.7,154.1,0.77,0.75
120.7,154.1,0.77,-1.0
120.7,154.1,0.77,0.7578125
123.8,151.8,1.29,0.7578125
123.8,151.8,1.29,0.7578125
118.7,158.0,0.41000000000000003,0.7578125
118.7,158.0,0.41000000000000003,0.7578125
124.1,149.8,1.53,0.75
124.1,149.8,1.53,0.7578125
124.1,149.8,1.53,0.7578125
119.0,155.0,0.64,0.7578125
119.0,155.0,0.64,0.7578125
126.6,150.8,1.17,0.7578125
126.6,150.8,1.17,0.7578125
120.4,156.3,0.03,0.7578125
120.4,156.3,0.03,0.7578125
124.8,153.9,0.33,-1.0
124.8,153.9,0.33,0.7578125
122.0,148.4,1.46,0.7578125
122.0,148.4,1.46,0.7578125
123.4,157.5,0.98,0.7578125
123.4,157.5,0.98,0.7578125
119.4,152.3,1.85,0.7578125
119.4,152.3,1.85,0.7578125
125.9,156.9,1.34,0.7578125
125.9,156.9,1.34,0.7578125
120.8,152.9,0.46,0.75
120.8,152.9,0.46,0.7578125
120.8,152.9,0.46,0.7578125
124.5,153.3,1.99,-1.0
124.5,153.3,1.99,0.7578125
118.3,149.0,0.85,0.7578125
118.3,149.0,0.85,0.7578125
123.0,151.4,0.53,-1.0
123.0,151.4,0.53,-1.0
120.1,155.7,1.6500000000000001,0.7578125
120.1,155.7,1.6500000000000001,0.7578125
125.5,150.4,0.17,-1.0
125.5,150.4,0.17,-1.0
121.6,154.4,1.04,0.7578125
121.6,154.4,1.04,0.7578125
123.7,151.7,0.05,-1.0
123.7,151.7,0.05,-1.0
118.6,155.7,1.19,0.7578125
118.6,155.7,1.19,0.7578125
126.8,150.2,0.63,-1.0
126.8,150.2,0.63,-1.0
121.8,150.9,0.51,0.75
121.8,150.9,0.51,0.7578125
121.8,150.9,0.51,0.7578125
123.9,150.9,1.41,0.7578125
123.9,150.9,1.41,0.7578125
123.7,149.2,1.2,0.7578125
123.7,149.2,1.2,0.75
123.7,149.2,1.2,-1.0
121.7,150.7,0.23,-1.0
121.7,150.7,0.23,-1.0
120.0,152.1,0.88,0.7578125
120.0,152.1,0.88,0.7578125
120.6,150.1,0.39,-1.0
120.6,150.1,0.39,0.7578125
122.1,148.9,0.26,0.75
122.1,148.9,0.26,0.7578125
122.1,148.9,0.26,0.7578125
122.4,148.2,0.54,0.7578125
122.4,148.2,0.54,0.7578125
123.9,152.6,0.3,-1.0
123.9,152.6,0.3,0.7578125
121.5,151.6,0.81,-1.0
121.5,151.6,0.81,0.75
121.5,151.6,0.81,0.7578125
122.5,150.8,1.4000000000000001,0.75
122.5,150.8,1.4000000000000001,0.7578125
122.5,150.8,1.4000000000000001,0.7578125
122.6,153.9,0.33,0.7578125
122.6,153.9,0.33,0.7578125
122.6,154.6,0.2,0.7578125
122.6,154.6,0.2,-1.0
122.3,152.9,0.8,0.7578125
122.3,152.9,0.8,0.7578125
123.8,149.4,1.3,0.7578125
123.8,149.4,1.3,0.7578125
119.3,150.7,0.74,0.7578125
119.3,150.7,0.74,0.7578125
120.5,153.2,0.04,0.75
120.5,153.2,0.04,0.7578125
120.5,153.2,0.04,-1.0
122.8,152.8,0.46,0.7578125
122.8,152.8,0.46,0.7578125
123.9,154.3,0.16,0.7578125
123.9,154.3,0.16,0.140625
123.9,154.3,0.16,-1.0
123.9,154.3,0.16,-1.0
123.9,154.3,0.16,-1.0
121.6,149.5,0.31,0.7578125
121.6,149.5,0.31,0.7578125
121.5,150.0,0.0,0.7578125
121.5,150.0,0.0,0.7578125
124.7,154.3,0.26,0.7578125
124.7,154.3,0.26,0.7578125
126.1,152.7,0.18,0.7578125
126.1,152.7,0.18,-1.0
124.1,152.5,0.29,0.7578125
124.1,152.5,0.29,-1.0
123.2,155.5,0.17,0.7578125
123.2,155.5,0.17,0.7578125
122.5,148.0,0.99,0.7578125
122.5,148.0,0.99,0.7578125
124.7,155.3,0.08,-1.0
124.7,155.3,0.08,0.75
124.7,155.3,0.08,0.7578125
120.6,150.4,0.9,0.7578125
120.6,150.4,0.9,0.7578125
123.4,154.0,0.23,0.75
123.4,154.0,0.23,0.7578125
123.4,154.0,0.23,0.75
123.4,154.0,0.23,0.7421875
123.4,154.0,0.23,0.75
123.4,154.0,0.23,-1.0
124.3,153.1,0.1,-1.0
124.3,153.1,0.1,0.7578125
124.2,152.8,0.68,-1.0
124.2,152.8,0.68,-1.0
122.8,153.1,0.9,0.7578125
122.8,153.1,0.9,0.7578125
121.3,150.6,0.59,0.75
121.3,150.6,0.59,0.7578125
121.3,150.6,0.59,0.7578125
122.2,151.7,0.26,0.75
122.2,151.7,0.26,-1.0
122.2,151.7,0.26,0.7578125
125.1,150.6,1.26,0.7578125
125.1,150.6,1.26,0.7578125
126.8,153.5,0.44,-1.0
126.8,153.5,0.44,-1.0
123.0,151.4,0.86,0.7578125
123.0,151.4,0.86,0.7578125
120.1,151.6,0.64,-1.0
120.1,151.6,0.64,0.7578125
121.1,152.8,0.8,0.75
121.1,152.8,0.8,0.7578125
121.1,152.8,0.8,0.7578125
125.1,154.3,0.05,-1.0
125.1,154.3,0.05,0.7578125
124.2,153.6,0.48,0.7578125
124.2,153.6,0.48,-1.0
126.0,155.3,0.0,0.7578125
126.0,155.3,0.0,0.7578125
123.4,154.2,0.14,-1.0
123.4,154.2,0.14,0.7578125
121.7,152.1,1.02,0.7578125
121.7,152.1,1.02,0.7578125
121.5,154.3,0.34,0.7578125
121.5,154.3,0.34,0.7578125
118.8,151.2,0.88,0.7578125
118.8,151.2,0.88,0.7578125
126.5,154.7,1.01,0.7578125
126.5,154.7,1.01,0.7578125
120.9,151.9,0.5700000000000001,0.7578125
120.9,151.9,0.5700000000000001,-1.0
121.7,151.3,0.25,-1.0
121.7,151.3,0.25,0.7578125
123.2,153.8,0.8,0.7578125
123.2,153.8,0.8,0.7578125
123.4,154.7,0.05,0.75
123.4,154.7,0.05,0.7578125
123.4,154.7,0.05,0.7578125
120.3,154.1,0.54,0.7578125
120.3,154.1,0.54,0.7421875
120.3,154.1,0.54,0.7578125
120.7,154.2,0.62,0.7578125
120.7,154.2,0.62,0.7421875
120.7,154.2,0.62,0.7578125
120.4,153.2,0.73,0.75
120.4,153.2,0.73,0.7578125
120.4,153.2,0.73,0.7578125
121.9,153.2,0.52,-1.0
121.9,153.2,0.52,0.7578125
121.3,155.3,0.7000000000000001,0.7578125
121.3,155.3,0.7000000000000001,0.7578125
120.2,155.8,0.49,0.7578125
120.2,155.8,0.49,0.7578125
121.1,154.6,0.96,0.7578125
121.1,154.6,0.96,0.7578125
119.9,152.5,0.42,0.7578125
119.9,152.5,0.42,0.7578125
119.6,154.3,0.38,0.7578125
119.6,154.3,0.38,0.7578125
120.5,154.5,0.6,-1.0
120.5,154.5,0.6,0.75
120.5,154.5,0.6,0.7578125
120.8,155.2,0.73,0.7578125
120.8,155.2,0.73,0.7578125
120.7,154.7,0.54,0.7578125
120.7,154.7,0.54,0.7578125
119.2,153.9,0.8,0.7578125
119.2,153.9,0.8,0.7578125
121.3,153.5,0.78,0.7578125
121.3,153.5,0.78,0.7421875
121.3,153.5,0.78,0.7578125
121.0,152.1,0.61,-1.0
121.0,152.1,0.61,0.7578125
126.7,152.9,0.1,-1.0
126.7,152.9,0.1,0.7578125
120.9,153.0,0.64,0.7578125
120.9,153.0,0.64,0.7578125
121.6,152.9,0.6900000000000001,-1.0
121.6,152.9,0.6900000000000001,0.75
121.6,152.9,0.6900000000000001,0.7578125
124.7,153.6,1.27,0.7578125
124.7,153.6,1.27,0.7578125
122.3,154.8,0.64,0.7578125
122.3,154.8,0.64,0.7578125
121.2,152.3,1.12,0.7578125
121.2,152.3,1.12,0.7578125
120.7,153.2,1.04,-1.0
120.7,153.2,1.04,0.7578125
120.0,153.9,0.45,0.7578125
120.0,153.9,0.45,0.7578125
125.1,154.7,0.9400000000000001,0.75
125.1,154.7,0.9400000000000001,0.7578125
125.1,154.7,0.9400000000000001,0.7578125
120.6,154.0,0.67,0.7578125
120.6,154.0,0.67,0.7578125
120.7,151.8,1.1400000000000001,0.7578125
120.7,151.8,1.1400000000000001,0.7578125
122.7,153.5,1.02,0.7578125
122.7,153.5,1.02,0.7578125
121.6,153.4,0.91,0.75
121.6,153.4,0.91,-1.0
121.6,153.4,0.91,0.7578125
118.7,153.4,0.42,0.7578125
118.7,153.4,0.42,0.7578125
122.1,150.6,0.9500000000000001,0.7578125
122.1,150.6,0.9500000000000001,-1.0
119.9,148.8,0.61,0.7578125
119.9,148.8,0.61,0.7578125
125.3,153.1,0.44,-1.0
125.3,153.1,0.44,-1.0
125.4,150.7,1.6,0.7578125
125.4,150.7,1.6,0.7421875
125.4,150.7,1.6,0.7578125
123.4,150.5,1.01,0.7421875
123.4,150.5,1.01,0.7578125
123.4,150.5,1.01,0.7578125
126.4,150.6,1.6,0.7578125
126.4,150.6,1.6,0.7578125
122.7,151.6,0.78,0.7578125
122.7,151.6,0.78,0.7578125
125.1,151.3,1.68,0.7578125
125.1,151.3,1.68,0.7578125
123.3,153.3,0.81,0.7578125
123.3,153.3,0.81,0.7578125
126.9,155.6,0.31,0.7578125
126.9,155.6,0.31,0.7578125
125.1,151.2,1.8,0.7578125
125.1,151.2,1.8,0.75
125.1,151.2,1.8,0.7578125
124.9,152.4,1.46,0.7578125
124.9,152.4,1.46,0.7578125
125.7,149.6,1.51,0.7578125
125.7,149.6,1.51,0.7578125
121.8,153.8,0.76,0.7578125
121.8,153.8,0.76,0.75
121.8,153.8,0.76,0.7578125
123.9,151.1,1.1300000000000001,0.7578125
123.9,151.1,1.1300000000000001,0.7578125
123.3,154.9,0.56,0.7578125
123.3,154.9,0.56,0.7578125
126.6,151.6,1.42,0.7578125
126.6,151.6,1.42,0.7578125
125.4,154.7,0.33,0.7578125
125.4,154.7,0.33,-1.0
120.9,153.8,0.28,0.7578125
120.9,153.8,0.28,0.7578125
124.4,150.3,0.92,0.75
124.4,150.3,0.92,0.7578125
124.4,150.3,0.92,-1.0
119.6,150.4,0.85,0.7578125
119.6,150.4,0.85,0.7578125
124.8,155.1,0.61,0.7578125
124.8,155.1,0.61,0.7578125
125.9,150.2,1.87,0.7578125
125.9,150.2,1.87,0.7578125
122.0,154.0,0.86,0.7578125
122.0,154.0,0.86,0.7578125
119.0,152.0,0.67,0.7578125
119.0,152.0,0.67,0.7578125
121.5,152.1,0.8300000000000001,0.7578125
121.5,152.1,0.8300000000000001,0.75
121.5,152.1,0.8300000000000001,0.7578125
121.2,154.4,0.6900000000000001,0.7578125
121.2,154.4,0.6900000000000001,-1.0
120.2,155.4,0.07,0.7578125
120.2,155.4,0.07,0.7578125
122.8,151.5,0.86,0.7578125
122.8,151.5,0.86,0.7578125
119.5,153.7,0.64,0.7578125
119.5,153.7,0.64,0.7578125
124.4,153.2,0.15,0.75
124.4,153.2,0.15,-1.0
124.4,153.2,0.15,0.7578125
121.2,153.7,0.34,0.7578125
121.2,153.7,0.34,0.75
121.2,153.7,0.34,-1.0
124.5,152.1,0.84,-1.0
124.5,152.1,0.84,0.7578125
122.8,149.7,0.6900000000000001,0.7578125
122.8,149.7,0.6900000000000001,0.7578125
122.6,156.1,0.55,0.7578125
122.6,156.1,0.55,0.7578125
125.2,154.1,0.68,0.75
125.2,154.1,0.68,0.7578125
125.2,154.1,0.68,0.7578125
118.2,150.3,0.96,0.7578125
118.2,150.3,0.96,0.7578125
120.7,153.6,0.6900000000000001,0.7578125
120.7,153.6,0.6900000000000001,-1.0
121.5,155.5,0.37,0.7578125
121.5,155.5,0.37,0.7578125
122.0,153.4,0.45,-1.0
122.0,153.4,0.45,-1.0
120.2,151.5,0.84,0.7578125
120.2,151.5,0.84,-1.0
123.3,153.2,0.47000000000000003,0.7578125
123.3,153.2,0.47000000000000003,-1.0
120.6,151.6,0.31,0.7578125
120.6,151.6,0.31,0.75
120.6,151.6,0.31,0.7578125
127.0,155.9,0.02,0.7578125
127.0,155.9,0.02,0.7578125
124.6,151.1,1.55,0.7578125
124.6,151.1,1.55,-1.0
126.8,153.3,0.4,-1.0
126.8,153.3,0.4,0.7578125
122.6,152.7,1.46,0.7578125
122.6,152.7,1.46,0.7578125
123.3,153.1,0.39,-1.0
123.3,153.1,0.39,0.7578125
124.2,155.3,0.37,0.7578125
124.2,155.3,0.37,-1.0
123.0,150.1,0.9400000000000001,0.7578125
123.0,150.1,0.9400000000000001,0.7578125
123.7,151.0,1.69,0.7578125
123.7,151.0,1.69,0.7578125
120.2,154.0,0.39,0.75
120.2,154.0,0.39,-1.0
120.2,154.0,0.39,0.7578125
123.4,153.0,0.76,0.7578125
123.4,153.0,0.76,0.7578125
118.9,150.2,0.51,0.7578125
118.9,150.2,0.51,0.7578125
120.9,153.8,1.0,0.75
120.9,153.8,1.0,-1.0
120.9,153.8,1.0,-1.0
125.4,153.9,0.25,0.7578125
125.4,153.9,0.25,-1.0
125.1,155.0,0.63,0.7578125
125.1,155.0,0.63,-1.0
123.5,154.7,0.53,0.7578125
123.5,154.7,0.53,0.7578125
118.8,157.2,2.0,0.7578125
118.8,157.2,2.0,0.7578125
119.7,155.7,0.79,0.7578125
119.7,155.7,0.79,0.7578125
124.7,152.0,0.14,0.75
124.7,152.0,0.14,0.7578125
124.7,152.0,0.14,0.7578125
122.4,153.6,0.64,0.7578125
122.4,153.6,0.64,0.75
122.4,153.6,0.64,0.7578125
121.0,153.6,0.47000000000000003,0.7578125
121.0,153.6,0.47000000000000003,0.7578125
121.4,152.6,0.96,0.7578125
121.4,152.6,0.96,0.7578125
120.6,151.6,0.72,0.7578125
120.6,151.6,0.72,0.7578125
124.2,154.1,0.1,0.7578125
124.2,154.1,0.1,0.7578125
122.2,153.3,1.12,0.7578125
122.2,153.3,1.12,0.7578125
122.0,152.6,0.79,0.7578125
122.0,152.6,0.79,0.7578125
124.0,154.1,0.38,0.7578125
124.0,154.1,0.38,0.7578125
121.4,152.3,0.23,0.75
121.4,152.3,0.23,0.7578125
121.4,152.3,0.23,0.7578125
127.0,154.6,0.31,-1.0
127.0,154.6,0.31,0.7578125
122.0,154.5,0.8,0.75
122.0,154.5,0.8,0.7578125
122.0,154.5,0.8,0.7578125
120.8,154.9,0.41000000000000003,0.75
120.8,154.9,0.41000000000000003,-1.0
120.8,154.9,0.41000000000000003,0.7578125
125.9,154.3,0.73,0.7578125
125.9,154.3,0.73,0.7578125
124.2,152.3,0.53,-1.0
124.2,152.3,0.53,0.7578125
120.4,153.1,0.89,0.7578125
120.4,153.1,0.89,-1.0
125.3,155.8,0.96,0.7578125
125.3,155.8,0.96,0.7578125
120.6,152.3,0.67,0.7578125
120.6,152.3,0.67,0.7578125
118.1,152.0,0.87,0.7578125
118.1,152.0,0.87,0.7578125
126.1,157.9,0.29,0.7578125
126.1,157.9,0.29,0.7578125
125.8,152.4,1.32,-1.0
125.8,152.4,1.32,-1.0
123.0,152.5,1.02,0.7578125
123.0,152.5,1.02,0.7578125
120.5,150.9,0.67,0.7421875
120.5,150.9,0.67,0.75
120.5,150.9,0.67,0.7578125
120.5,150.9,0.67,0.7578125
120.7,149.8,0.76,0.7578125
120.7,149.8,0.76,0.7421875
120.7,149.8,0.76,0.75
120.7,149.8,0.76,0.7578125
120.1,153.6,0.64,0.7578125
120.1,153.6,0.64,0.75
120.1,153.6,0.64,0.7578125
120.6,149.9,0.73,0.7578125
120.6,149.9,0.73,0.7578125
120.0,150.5,1.01,0.7578125
120.0,150.5,1.01,0.75
120.0,150.5,1.01,0.7578125
120.5,149.8,0.77,0.7578125
120.5,149.8,0.77,0.7578125
120.0,149.9,0.7000000000000001,0.7578125
120.0,149.9,0.7000000000000001,0.7578125
119.7,151.0,0.52,0.7578125
119.7,151.0,0.52,0.7578125
120.0,153.9,0.97,0.7578125
120.0,153.9,0.97,0.7578125
121.6,150.6,0.73,0.75
121.6,150.6,0.73,0.75
121.6,150.6,0.73,0.7578125
121.6,150.6,0.73,0.7578125
119.5,149.7,0.54,0.7578125
119.5,149.7,0.54,0.7578125
122.5,152.2,0.01,0.7578125
122.5,152.2,0.01,-1.0
120.0,148.4,0.86,0.7578125
120.0,148.4,0.86,0.7578125
120.5,151.3,0.44,-1.0
120.5,151.3,0.44,0.7578125
127.0,152.1,0.32,0.75
127.0,152.1,0.32,0.7578125
127.0,152.1,0.32,0.7578125
122.9,154.8,0.25,0.7578125
122.9,154.8,0.25,0.7578125
121.3,148.4,0.76,0.7578125
121.3,148.4,0.76,0.7578125
126.7,151.8,1.73,0.7578125
126.7,151.8,1.73,0.7578125
121.4,150.2,1.02,0.75
121.4,150.2,1.02,0.7578125
121.4,150.2,1.02,0.7578125
124.6,155.3,1.19,0.7578125
124.6,155.3,1.19,0.7578125
124.6,150.2,1.75,0.7578125
124.6,150.2,1.75,0.7578125
119.3,151.0,0.6900000000000001,0.7578125
119.3,151.0,0.6900000000000001,0.7578125
119.5,153.0,0.27,0.7578125
119.5,153.0,0.27,0.7578125
120.1,154.6,0.68,0.7578125
120.1,154.6,0.68,0.7578125
121.3,152.7,0.77,0.7578125
121.3,152.7,0.77,0.75
121.3,152.7,0.77,0.7578125
119.1,150.7,1.09,0.7578125
119.1,150.7,1.09,0.7578125
119.9,151.7,0.7000000000000001,0.7578125
119.9,151.7,0.7000000000000001,0.7578125
124.0,155.5,0.86,0.7578125
124.0,155.5,0.86,0.7578125
121.5,153.9,0.23,0.7578125
121.5,153.9,0.23,0.7578125
124.1,154.1,0.36,0.7578125
124.1,154.1,0.36,0.75
124.1,154.1,0.36,0.40625
124.1,154.1,0.36,0.7578125
124.1,154.1,0.36,0.7578125
124.1,154.1,0.36,0.7578125
122.1,154.8,0.9,0.7578125
122.1,154.8,0.9,0.7578125
123.8,153.9,0.62,0.7578125
123.8,153.9,0.62,0.7578125
124.0,153.6,0.41000000000000003,0.7578125
124.0,153.6,0.41000000000000003,0.75
124.0,153.6,0.41000000000000003,0.7578125
122.8,155.9,0.03,0.7578125
122.8,155.9,0.03,0.7578125
124.2,155.8,0.42,0.7578125
124.2,155.8,0.42,0.7578125
122.1,150.3,1.19,0.7578125
122.1,150.3,1.19,0.75
122.1,150.3,1.19,0.7578125
123.8,152.9,0.23,0.75
123.8,152.9,0.23,-1.0
123.8,152.9,0.23,0.7578125
122.2,153.8,0.4,0.7578125
122.2,153.8,0.4,0.7578125
125.4,150.6,1.33,0.7578125
125.4,150.6,1.33,0.7578125
124.1,154.8,0.4,0.7578125
124.1,154.8,0.4,-1.0
124.1,153.9,0.29,0.75
124.1,153.9,0.29,0.7578125
124.1,153.9,0.29,0.7578125
121.8,155.2,0.45,-1.0
121.8,155.2,0.45,0.7578125
123.3,151.3,0.56,-1.0
123.3,151.3,0.56,0.7578125
123.2,150.6,1.03,0.7578125
123.2,150.6,1.03,0.7578125
123.7,154.4,0.13,0.7578125
123.7,154.4,0.13,-1.0
122.6,152.9,1.97,0.765625
122.6,152.9,1.97,0.7578125
122.6,152.9,1.97,0.7578125
123.4,155.4,0.92,0.7578125
123.4,155.4,0.92,0.75
123.4,155.4,0.92,0.7578125
125.0,152.9,0.44,0.75
125.0,152.9,0.44,0.75
125.0,152.9,0.44,0.75
125.0,152.9,0.44,0.7578125
